x	xend	y	yend	key	showSelected1
-0.5	0	-1	0	2 1	1
0.5	0	-1	0	3 1	1
-0.5	0	-1	0	2 1	2
0.5	0	-1	0	3 1	2
0	0.5	-2	-1	4 3	2
1	0.5	-2	-1	5 3	2
-0.5	0	-1	0	2 1	3
0.5	0	-1	0	3 1	3
0.5	0.5	-2	-1	4 3	3
1.5	0.5	-2	-1	5 3	3
-1.5	-0.5	-2	-1	6 2	3
-0.5	-0.5	-2	-1	7 2	3
-0.5	0	-1	0	2 1	4
0.5	0	-1	0	3 1	4
0.5	0.5	-2	-1	4 3	4
1.5	0.5	-2	-1	5 3	4
-1.5	-0.5	-2	-1	6 2	4
-0.5	-0.5	-2	-1	7 2	4
-2	-1.5	-3	-2	8 6	4
-1	-1.5	-3	-2	9 6	4
-0.5	0	-1	0	2 1	5
0.5	0	-1	0	3 1	5
0.5	0.5	-2	-1	4 3	5
1.5	0.5	-2	-1	5 3	5
-1.5	-0.5	-2	-1	6 2	5
-0.5	-0.5	-2	-1	7 2	5
-2.5	-1.5	-3	-2	8 6	5
-1.5	-1.5	-3	-2	9 6	5
-0.5	-0.5	-3	-2	10 7	5
0.5	-0.5	-3	-2	11 7	5
-0.5	0	-1	0	2 1	6
0.5	0	-1	0	3 1	6
0.5	0.5	-2	-1	4 3	6
1.5	0.5	-2	-1	5 3	6
-1.5	-0.5	-2	-1	6 2	6
-0.5	-0.5	-2	-1	7 2	6
-2.5	-1.5	-3	-2	8 6	6
-1.5	-1.5	-3	-2	9 6	6
-0.5	-0.5	-3	-2	10 7	6
0.5	-0.5	-3	-2	11 7	6
-2	-1.5	-4	-3	12 9	6
-1	-1.5	-4	-3	13 9	6
-0.5	0	-1	0	2 1	7
0.5	0	-1	0	3 1	7
0.5	0.5	-2	-1	4 3	7
1.5	0.5	-2	-1	5 3	7
-1.5	-0.5	-2	-1	6 2	7
-0.5	-0.5	-2	-1	7 2	7
-2.5	-1.5	-3	-2	8 6	7
-1.5	-1.5	-3	-2	9 6	7
-0.5	-0.5	-3	-2	10 7	7
0.5	-0.5	-3	-2	11 7	7
-2	-1.5	-4	-3	12 9	7
-1	-1.5	-4	-3	13 9	7
-1.5	-1	-5	-4	14 13	7
-0.5	-1	-5	-4	15 13	7
-0.5	0	-1	0	2 1	8
0.5	0	-1	0	3 1	8
0.5	0.5	-2	-1	4 3	8
1.5	0.5	-2	-1	5 3	8
-1.5	-0.5	-2	-1	6 2	8
-0.5	-0.5	-2	-1	7 2	8
-2.5	-1.5	-3	-2	8 6	8
-1.5	-1.5	-3	-2	9 6	8
-0.5	-0.5	-3	-2	10 7	8
0.5	-0.5	-3	-2	11 7	8
-2	-1.5	-4	-3	12 9	8
-1	-1.5	-4	-3	13 9	8
-1.5	-1	-5	-4	14 13	8
-0.5	-1	-5	-4	15 13	8
-1	-0.5	-6	-5	16 15	8
0	-0.5	-6	-5	17 15	8
-0.5	0	-1	0	2 1	9
0.5	0	-1	0	3 1	9
0.5	0.5	-2	-1	4 3	9
1.5	0.5	-2	-1	5 3	9
-1.5	-0.5	-2	-1	6 2	9
-0.5	-0.5	-2	-1	7 2	9
-2.5	-1.5	-3	-2	8 6	9
-1.5	-1.5	-3	-2	9 6	9
-0.5	-0.5	-3	-2	10 7	9
0.5	-0.5	-3	-2	11 7	9
-1.5	-1.5	-4	-3	12 9	9
-0.5	-1.5	-4	-3	13 9	9
-1	-0.5	-5	-4	14 13	9
0	-0.5	-5	-4	15 13	9
-0.5	0	-6	-5	16 15	9
0.5	0	-6	-5	17 15	9
-3.5	-2.5	-4	-3	18 8	9
-2.5	-2.5	-4	-3	19 8	9
-0.5	0	-1	0	2 1	10
0.5	0	-1	0	3 1	10
0.5	0.5	-2	-1	4 3	10
1.5	0.5	-2	-1	5 3	10
-1.5	-0.5	-2	-1	6 2	10
-0.5	-0.5	-2	-1	7 2	10
-3	-1.5	-3	-2	8 6	10
-2	-1.5	-3	-2	9 6	10
-1	-0.5	-3	-2	10 7	10
-2.77555756156289e-16	-0.5	-3	-2	11 7	10
-2	-2	-4	-3	12 9	10
-1	-2	-4	-3	13 9	10
-1.5	-1	-5	-4	14 13	10
-0.5	-1	-5	-4	15 13	10
-1	-0.5	-6	-5	16 15	10
0	-0.5	-6	-5	17 15	10
-4	-3	-4	-3	18 8	10
-3	-3	-4	-3	19 8	10
1	0.5	-3	-2	20 4	10
2	0.5	-3	-2	21 4	10
-0.5	0	-1	0	2 1	11
0.5	0	-1	0	3 1	11
0.5	0.5	-2	-1	4 3	11
1.5	0.5	-2	-1	5 3	11
-1.5	-0.5	-2	-1	6 2	11
-0.5	-0.5	-2	-1	7 2	11
-3	-1.5	-3	-2	8 6	11
-2	-1.5	-3	-2	9 6	11
-1	-0.5	-3	-2	10 7	11
-2.77555756156289e-16	-0.5	-3	-2	11 7	11
-2	-2	-4	-3	12 9	11
-1	-2	-4	-3	13 9	11
-1.5	-1	-5	-4	14 13	11
-0.5	-1	-5	-4	15 13	11
-1	-0.5	-6	-5	16 15	11
0	-0.5	-6	-5	17 15	11
-4	-3	-4	-3	18 8	11
-3	-3	-4	-3	19 8	11
1	0.5	-3	-2	20 4	11
2	0.5	-3	-2	21 4	11
1.5	2	-4	-3	22 21	11
2.5	2	-4	-3	23 21	11
-0.5	0	-1	0	2 1	12
0.5	0	-1	0	3 1	12
0.5	0.5	-2	-1	4 3	12
1.5	0.5	-2	-1	5 3	12
-1.5	-0.5	-2	-1	6 2	12
-0.5	-0.5	-2	-1	7 2	12
-3.5	-1.5	-3	-2	8 6	12
-2.5	-1.5	-3	-2	9 6	12
-1.5	-0.5	-3	-2	10 7	12
-0.500000000000001	-0.5	-3	-2	11 7	12
-2.5	-2.5	-4	-3	12 9	12
-1.5	-2.5	-4	-3	13 9	12
-2	-1.5	-5	-4	14 13	12
-1	-1.5	-5	-4	15 13	12
-1.5	-1	-6	-5	16 15	12
-0.5	-1	-6	-5	17 15	12
-4.5	-3.5	-4	-3	18 8	12
-3.5	-3.5	-4	-3	19 8	12
0.5	0.5	-3	-2	20 4	12
1.5	0.5	-3	-2	21 4	12
1	1.5	-4	-3	22 21	12
2	1.5	-4	-3	23 21	12
2.5	1.5	-3	-2	24 5	12
3.5	1.5	-3	-2	25 5	12
-0.5	0	-1	0	2 1	13
0.5	0	-1	0	3 1	13
0.5	0.5	-2	-1	4 3	13
1.5	0.5	-2	-1	5 3	13
-1.5	-0.5	-2	-1	6 2	13
-0.5	-0.5	-2	-1	7 2	13
-3.5	-1.5	-3	-2	8 6	13
-2.5	-1.5	-3	-2	9 6	13
-1.5	-0.5	-3	-2	10 7	13
-0.500000000000001	-0.5	-3	-2	11 7	13
-2.5	-2.5	-4	-3	12 9	13
-1.5	-2.5	-4	-3	13 9	13
-1.5	-1.5	-5	-4	14 13	13
-0.5	-1.5	-5	-4	15 13	13
-1	-0.5	-6	-5	16 15	13
0	-0.5	-6	-5	17 15	13
-4.5	-3.5	-4	-3	18 8	13
-3.5	-3.5	-4	-3	19 8	13
0.5	0.5	-3	-2	20 4	13
1.5	0.5	-3	-2	21 4	13
1	1.5	-4	-3	22 21	13
2	1.5	-4	-3	23 21	13
2.5	1.5	-3	-2	24 5	13
3.5	1.5	-3	-2	25 5	13
-3.5	-2.5	-5	-4	26 12	13
-2.5	-2.5	-5	-4	27 12	13
-0.5	0	-1	0	2 1	14
0.5	0	-1	0	3 1	14
0.5	0.5	-2	-1	4 3	14
1.5	0.5	-2	-1	5 3	14
-1.5	-0.5	-2	-1	6 2	14
-0.5	-0.5	-2	-1	7 2	14
-3.5	-1.5	-3	-2	8 6	14
-2.5	-1.5	-3	-2	9 6	14
-1.5	-0.5	-3	-2	10 7	14
-0.500000000000001	-0.5	-3	-2	11 7	14
-2.5	-2.5	-4	-3	12 9	14
-1.5	-2.5	-4	-3	13 9	14
-1.33333333333333	-1.5	-5	-4	14 13	14
-0.333333333333333	-1.5	-5	-4	15 13	14
-0.833333333333333	-0.333333333333333	-6	-5	16 15	14
0.166666666666667	-0.333333333333333	-6	-5	17 15	14
-4.5	-3.5	-4	-3	18 8	14
-3.5	-3.5	-4	-3	19 8	14
0.5	0.5	-3	-2	20 4	14
1.5	0.5	-3	-2	21 4	14
1	1.5	-4	-3	22 21	14
2	1.5	-4	-3	23 21	14
2.5	1.5	-3	-2	24 5	14
3.5	1.5	-3	-2	25 5	14
-3.33333333333333	-2.5	-5	-4	26 12	14
-2.33333333333333	-2.5	-5	-4	27 12	14
-5.33333333333333	-4.5	-5	-4	28 18	14
-4.33333333333333	-4.5	-5	-4	29 18	14
-0.5	0	-1	0	2 1	15
0.5	0	-1	0	3 1	15
0.5	0.5	-2	-1	4 3	15
1.5	0.5	-2	-1	5 3	15
-1.5	-0.5	-2	-1	6 2	15
-0.5	-0.5	-2	-1	7 2	15
-3.5	-1.5	-3	-2	8 6	15
-2.5	-1.5	-3	-2	9 6	15
-1.5	-0.5	-3	-2	10 7	15
-0.500000000000001	-0.5	-3	-2	11 7	15
-2.5	-2.5	-4	-3	12 9	15
-1.5	-2.5	-4	-3	13 9	15
-1.33333333333333	-1.5	-5	-4	14 13	15
-0.333333333333333	-1.5	-5	-4	15 13	15
-0.833333333333333	-0.333333333333333	-6	-5	16 15	15
0.166666666666667	-0.333333333333333	-6	-5	17 15	15
-4.5	-3.5	-4	-3	18 8	15
-3.5	-3.5	-4	-3	19 8	15
0.5	0.5	-3	-2	20 4	15
1.5	0.5	-3	-2	21 4	15
1	1.5	-4	-3	22 21	15
2	1.5	-4	-3	23 21	15
2.5	1.5	-3	-2	24 5	15
3.5	1.5	-3	-2	25 5	15
-3.33333333333333	-2.5	-5	-4	26 12	15
-2.33333333333333	-2.5	-5	-4	27 12	15
-5.33333333333333	-4.5	-5	-4	28 18	15
-4.33333333333333	-4.5	-5	-4	29 18	15
-4.83333333333333	-4.33333333333333	-6	-5	30 29	15
-3.83333333333333	-4.33333333333333	-6	-5	31 29	15
-0.5	0	-1	0	2 1	16
0.5	0	-1	0	3 1	16
0.5	0.5	-2	-1	4 3	16
1.5	0.5	-2	-1	5 3	16
-1.5	-0.5	-2	-1	6 2	16
-0.5	-0.5	-2	-1	7 2	16
-3.5	-1.5	-3	-2	8 6	16
-2.5	-1.5	-3	-2	9 6	16
-1.5	-0.5	-3	-2	10 7	16
-0.500000000000001	-0.5	-3	-2	11 7	16
-2.75	-2.5	-4	-3	12 9	16
-1.75	-2.5	-4	-3	13 9	16
-1.58333333333333	-1.75	-5	-4	14 13	16
-0.583333333333334	-1.75	-5	-4	15 13	16
-1.08333333333333	-0.583333333333334	-6	-5	16 15	16
-0.0833333333333337	-0.583333333333334	-6	-5	17 15	16
-4.75	-3.5	-4	-3	18 8	16
-3.75	-3.5	-4	-3	19 8	16
0.5	0.5	-3	-2	20 4	16
1.5	0.5	-3	-2	21 4	16
1.25	1.5	-4	-3	22 21	16
2.25	1.5	-4	-3	23 21	16
2.5	1.5	-3	-2	24 5	16
3.5	1.5	-3	-2	25 5	16
-3.58333333333333	-2.75	-5	-4	26 12	16
-2.58333333333333	-2.75	-5	-4	27 12	16
-5.58333333333333	-4.75	-5	-4	28 18	16
-4.58333333333333	-4.75	-5	-4	29 18	16
-5.08333333333333	-4.58333333333333	-6	-5	30 29	16
-4.08333333333333	-4.58333333333333	-6	-5	31 29	16
-0.75	-0.500000000000001	-4	-3	32 11	16
0.25	-0.500000000000001	-4	-3	33 11	16
-0.5	0	-1	0	2 1	17
0.5	0	-1	0	3 1	17
0.5	0.5	-2	-1	4 3	17
1.5	0.5	-2	-1	5 3	17
-1.5	-0.5	-2	-1	6 2	17
-0.5	-0.5	-2	-1	7 2	17
-3.5	-1.5	-3	-2	8 6	17
-2.5	-1.5	-3	-2	9 6	17
-1.5	-0.5	-3	-2	10 7	17
-0.500000000000001	-0.5	-3	-2	11 7	17
-3	-2.5	-4	-3	12 9	17
-2	-2.5	-4	-3	13 9	17
-1.83333333333333	-2	-5	-4	14 13	17
-0.833333333333334	-2	-5	-4	15 13	17
-1.33333333333333	-0.833333333333334	-6	-5	16 15	17
-0.333333333333334	-0.833333333333334	-6	-5	17 15	17
-5	-3.5	-4	-3	18 8	17
-4	-3.5	-4	-3	19 8	17
0.5	0.5	-3	-2	20 4	17
1.5	0.5	-3	-2	21 4	17
1	1.5	-4	-3	22 21	17
2	1.5	-4	-3	23 21	17
2.5	1.5	-3	-2	24 5	17
3.5	1.5	-3	-2	25 5	17
-3.83333333333333	-3	-5	-4	26 12	17
-2.83333333333333	-3	-5	-4	27 12	17
-5.83333333333333	-5	-5	-4	28 18	17
-4.83333333333333	-5	-5	-4	29 18	17
-5.33333333333333	-4.83333333333333	-6	-5	30 29	17
-4.33333333333333	-4.83333333333333	-6	-5	31 29	17
-1	-0.500000000000001	-4	-3	32 11	17
-1.66533453693773e-16	-0.500000000000001	-4	-3	33 11	17
3	2.5	-4	-3	34 24	17
4	2.5	-4	-3	35 24	17
-0.5	0	-1	0	2 1	18
0.5	0	-1	0	3 1	18
0.5	0.5	-2	-1	4 3	18
1.5	0.5	-2	-1	5 3	18
-1.5	-0.5	-2	-1	6 2	18
-0.5	-0.5	-2	-1	7 2	18
-3.5	-1.5	-3	-2	8 6	18
-2.5	-1.5	-3	-2	9 6	18
-1.5	-0.5	-3	-2	10 7	18
-0.500000000000001	-0.5	-3	-2	11 7	18
-3	-2.5	-4	-3	12 9	18
-2	-2.5	-4	-3	13 9	18
-2.25	-2	-5	-4	14 13	18
-1.25	-2	-5	-4	15 13	18
-1.75	-1.25	-6	-5	16 15	18
-0.75	-1.25	-6	-5	17 15	18
-5	-3.5	-4	-3	18 8	18
-4	-3.5	-4	-3	19 8	18
0.5	0.5	-3	-2	20 4	18
1.5	0.5	-3	-2	21 4	18
1	1.5	-4	-3	22 21	18
2	1.5	-4	-3	23 21	18
2.5	1.5	-3	-2	24 5	18
3.5	1.5	-3	-2	25 5	18
-4.25	-3	-5	-4	26 12	18
-3.25	-3	-5	-4	27 12	18
-6.25	-5	-5	-4	28 18	18
-5.25	-5	-5	-4	29 18	18
-5.75	-5.25	-6	-5	30 29	18
-4.75	-5.25	-6	-5	31 29	18
-1	-0.500000000000001	-4	-3	32 11	18
-1.66533453693773e-16	-0.500000000000001	-4	-3	33 11	18
3	2.5	-4	-3	34 24	18
4	2.5	-4	-3	35 24	18
-0.250000000000001	-1	-5	-4	36 32	18
0.75	-1	-5	-4	37 32	18
-0.5	0	-1	0	2 1	19
0.5	0	-1	0	3 1	19
0.5	0.5	-2	-1	4 3	19
1.5	0.5	-2	-1	5 3	19
-1.5	-0.5	-2	-1	6 2	19
-0.5	-0.5	-2	-1	7 2	19
-3.5	-1.5	-3	-2	8 6	19
-2.5	-1.5	-3	-2	9 6	19
-1.5	-0.5	-3	-2	10 7	19
-0.500000000000001	-0.5	-3	-2	11 7	19
-3	-2.5	-4	-3	12 9	19
-2	-2.5	-4	-3	13 9	19
-2.5	-2	-5	-4	14 13	19
-1.5	-2	-5	-4	15 13	19
-2	-1.5	-6	-5	16 15	19
-1	-1.5	-6	-5	17 15	19
-5	-3.5	-4	-3	18 8	19
-4	-3.5	-4	-3	19 8	19
0.5	0.5	-3	-2	20 4	19
1.5	0.5	-3	-2	21 4	19
1	1.5	-4	-3	22 21	19
2	1.5	-4	-3	23 21	19
2.5	1.5	-3	-2	24 5	19
3.5	1.5	-3	-2	25 5	19
-4.5	-3	-5	-4	26 12	19
-3.5	-3	-5	-4	27 12	19
-6.5	-5	-5	-4	28 18	19
-5.5	-5	-5	-4	29 18	19
-6	-5.5	-6	-5	30 29	19
-5	-5.5	-6	-5	31 29	19
-1	-0.500000000000001	-4	-3	32 11	19
-1.66533453693773e-16	-0.500000000000001	-4	-3	33 11	19
3	2.5	-4	-3	34 24	19
4	2.5	-4	-3	35 24	19
-0.5	-1	-5	-4	36 32	19
0.5	-1	-5	-4	37 32	19
1.5	1	-5	-4	38 22	19
2.5	1	-5	-4	39 22	19
-0.5	0	-1	0	2 1	20
0.5	0	-1	0	3 1	20
0.5	0.5	-2	-1	4 3	20
1.5	0.5	-2	-1	5 3	20
-1.5	-0.5	-2	-1	6 2	20
-0.5	-0.5	-2	-1	7 2	20
-3.5	-1.5	-3	-2	8 6	20
-2.5	-1.5	-3	-2	9 6	20
-1.5	-0.5	-3	-2	10 7	20
-0.500000000000001	-0.5	-3	-2	11 7	20
-3	-2.5	-4	-3	12 9	20
-2	-2.5	-4	-3	13 9	20
-2.5	-2	-5	-4	14 13	20
-1.5	-2	-5	-4	15 13	20
-2	-1.5	-6	-5	16 15	20
-1	-1.5	-6	-5	17 15	20
-5	-3.5	-4	-3	18 8	20
-4	-3.5	-4	-3	19 8	20
0.5	0.5	-3	-2	20 4	20
1.5	0.5	-3	-2	21 4	20
1	1.5	-4	-3	22 21	20
2	1.5	-4	-3	23 21	20
2.5	1.5	-3	-2	24 5	20
3.5	1.5	-3	-2	25 5	20
-4.5	-3	-5	-4	26 12	20
-3.5	-3	-5	-4	27 12	20
-6.5	-5	-5	-4	28 18	20
-5.5	-5	-5	-4	29 18	20
-6	-5.5	-6	-5	30 29	20
-5	-5.5	-6	-5	31 29	20
-1	-0.500000000000001	-4	-3	32 11	20
-1.66533453693773e-16	-0.500000000000001	-4	-3	33 11	20
3	2.5	-4	-3	34 24	20
4	2.5	-4	-3	35 24	20
-0.5	-1	-5	-4	36 32	20
0.5	-1	-5	-4	37 32	20
1.5	1	-5	-4	38 22	20
2.5	1	-5	-4	39 22	20
-6.5	-6	-7	-6	40 30	20
-5.5	-6	-7	-6	41 30	20
-0.5	0	-1	0	2 1	21
0.5	0	-1	0	3 1	21
0.5	0.5	-2	-1	4 3	21
1.5	0.5	-2	-1	5 3	21
-1.5	-0.5	-2	-1	6 2	21
-0.5	-0.5	-2	-1	7 2	21
-3.5	-1.5	-3	-2	8 6	21
-2.5	-1.5	-3	-2	9 6	21
-1.5	-0.5	-3	-2	10 7	21
-0.500000000000001	-0.5	-3	-2	11 7	21
-3	-2.5	-4	-3	12 9	21
-2	-2.5	-4	-3	13 9	21
-2.5	-2	-5	-4	14 13	21
-1.5	-2	-5	-4	15 13	21
-2	-1.5	-6	-5	16 15	21
-1	-1.5	-6	-5	17 15	21
-5	-3.5	-4	-3	18 8	21
-4	-3.5	-4	-3	19 8	21
0.5	0.5	-3	-2	20 4	21
1.5	0.5	-3	-2	21 4	21
1	1.5	-4	-3	22 21	21
2	1.5	-4	-3	23 21	21
2.5	1.5	-3	-2	24 5	21
3.5	1.5	-3	-2	25 5	21
-4.5	-3	-5	-4	26 12	21
-3.5	-3	-5	-4	27 12	21
-6.5	-5	-5	-4	28 18	21
-5.5	-5	-5	-4	29 18	21
-6	-5.5	-6	-5	30 29	21
-5	-5.5	-6	-5	31 29	21
-1	-0.500000000000001	-4	-3	32 11	21
-1.66533453693773e-16	-0.500000000000001	-4	-3	33 11	21
3	2.5	-4	-3	34 24	21
4	2.5	-4	-3	35 24	21
-0.5	-1	-5	-4	36 32	21
0.5	-1	-5	-4	37 32	21
1.5	1	-5	-4	38 22	21
2.5	1	-5	-4	39 22	21
-6.5	-6	-7	-6	40 30	21
-5.5	-6	-7	-6	41 30	21
-7	-6.5	-8	-7	42 40	21
-6	-6.5	-8	-7	43 40	21
-0.5	0	-1	0	2 1	22
0.5	0	-1	0	3 1	22
0.5	0.5	-2	-1	4 3	22
1.5	0.5	-2	-1	5 3	22
-1.5	-0.5	-2	-1	6 2	22
-0.5	-0.5	-2	-1	7 2	22
-3.5	-1.5	-3	-2	8 6	22
-2.5	-1.5	-3	-2	9 6	22
-1.5	-0.5	-3	-2	10 7	22
-0.500000000000001	-0.5	-3	-2	11 7	22
-3	-2.5	-4	-3	12 9	22
-2	-2.5	-4	-3	13 9	22
-2.5	-2	-5	-4	14 13	22
-1.5	-2	-5	-4	15 13	22
-2	-1.5	-6	-5	16 15	22
-1	-1.5	-6	-5	17 15	22
-5	-3.5	-4	-3	18 8	22
-4	-3.5	-4	-3	19 8	22
0.5	0.5	-3	-2	20 4	22
1.5	0.5	-3	-2	21 4	22
1	1.5	-4	-3	22 21	22
2	1.5	-4	-3	23 21	22
2.5	1.5	-3	-2	24 5	22
3.5	1.5	-3	-2	25 5	22
-4.5	-3	-5	-4	26 12	22
-3.5	-3	-5	-4	27 12	22
-6.5	-5	-5	-4	28 18	22
-5.5	-5	-5	-4	29 18	22
-6.5	-5.5	-6	-5	30 29	22
-5.5	-5.5	-6	-5	31 29	22
-1	-0.500000000000001	-4	-3	32 11	22
-1.66533453693773e-16	-0.500000000000001	-4	-3	33 11	22
3	2.5	-4	-3	34 24	22
4	2.5	-4	-3	35 24	22
-0.5	-1	-5	-4	36 32	22
0.5	-1	-5	-4	37 32	22
1.5	1	-5	-4	38 22	22
2.5	1	-5	-4	39 22	22
-7	-6.5	-7	-6	40 30	22
-6	-6.5	-7	-6	41 30	22
-7.5	-7	-8	-7	42 40	22
-6.5	-7	-8	-7	43 40	22
-4.5	-4.5	-6	-5	44 26	22
-3.5	-4.5	-6	-5	45 26	22
-0.5	0	-1	0	2 1	23
0.5	0	-1	0	3 1	23
0.5	0.5	-2	-1	4 3	23
1.5	0.5	-2	-1	5 3	23
-1.5	-0.5	-2	-1	6 2	23
-0.5	-0.5	-2	-1	7 2	23
-3.5	-1.5	-3	-2	8 6	23
-2.5	-1.5	-3	-2	9 6	23
-1.5	-0.5	-3	-2	10 7	23
-0.500000000000001	-0.5	-3	-2	11 7	23
-3	-2.5	-4	-3	12 9	23
-2	-2.5	-4	-3	13 9	23
-2.5	-2	-5	-4	14 13	23
-1.5	-2	-5	-4	15 13	23
-2	-1.5	-6	-5	16 15	23
-1	-1.5	-6	-5	17 15	23
-5	-3.5	-4	-3	18 8	23
-4	-3.5	-4	-3	19 8	23
0.5	0.5	-3	-2	20 4	23
1.5	0.5	-3	-2	21 4	23
1	1.5	-4	-3	22 21	23
2	1.5	-4	-3	23 21	23
2.5	1.5	-3	-2	24 5	23
3.5	1.5	-3	-2	25 5	23
-4.5	-3	-5	-4	26 12	23
-3.5	-3	-5	-4	27 12	23
-6.5	-5	-5	-4	28 18	23
-5.5	-5	-5	-4	29 18	23
-6.5	-5.5	-6	-5	30 29	23
-5.5	-5.5	-6	-5	31 29	23
-1	-0.500000000000001	-4	-3	32 11	23
-1.66533453693773e-16	-0.500000000000001	-4	-3	33 11	23
3	2.5	-4	-3	34 24	23
4	2.5	-4	-3	35 24	23
-0.5	-1	-5	-4	36 32	23
0.5	-1	-5	-4	37 32	23
1.5	1	-5	-4	38 22	23
2.5	1	-5	-4	39 22	23
-7	-6.5	-7	-6	40 30	23
-6	-6.5	-7	-6	41 30	23
-7.5	-7	-8	-7	42 40	23
-6.5	-7	-8	-7	43 40	23
-4.5	-4.5	-6	-5	44 26	23
-3.5	-4.5	-6	-5	45 26	23
3.5	4	-5	-4	46 35	23
4.5	4	-5	-4	47 35	23
-0.5	0	-1	0	2 1	24
0.5	0	-1	0	3 1	24
0.5	0.5	-2	-1	4 3	24
1.5	0.5	-2	-1	5 3	24
-1.5	-0.5	-2	-1	6 2	24
-0.5	-0.5	-2	-1	7 2	24
-3.5	-1.5	-3	-2	8 6	24
-2.5	-1.5	-3	-2	9 6	24
-1.5	-0.5	-3	-2	10 7	24
-0.500000000000001	-0.5	-3	-2	11 7	24
-3	-2.5	-4	-3	12 9	24
-2	-2.5	-4	-3	13 9	24
-2.5	-2	-5	-4	14 13	24
-1.5	-2	-5	-4	15 13	24
-2	-1.5	-6	-5	16 15	24
-1	-1.5	-6	-5	17 15	24
-5	-3.5	-4	-3	18 8	24
-4	-3.5	-4	-3	19 8	24
0.5	0.5	-3	-2	20 4	24
1.5	0.5	-3	-2	21 4	24
1	1.5	-4	-3	22 21	24
2	1.5	-4	-3	23 21	24
2.5	1.5	-3	-2	24 5	24
3.5	1.5	-3	-2	25 5	24
-4.5	-3	-5	-4	26 12	24
-3.5	-3	-5	-4	27 12	24
-6.5	-5	-5	-4	28 18	24
-5.5	-5	-5	-4	29 18	24
-6.5	-5.5	-6	-5	30 29	24
-5.5	-5.5	-6	-5	31 29	24
-1	-0.500000000000001	-4	-3	32 11	24
-1.66533453693773e-16	-0.500000000000001	-4	-3	33 11	24
3	2.5	-4	-3	34 24	24
4	2.5	-4	-3	35 24	24
-0.5	-1	-5	-4	36 32	24
0.5	-1	-5	-4	37 32	24
1.5	1	-5	-4	38 22	24
2.5	1	-5	-4	39 22	24
-7	-6.5	-7	-6	40 30	24
-6	-6.5	-7	-6	41 30	24
-7.5	-7	-8	-7	42 40	24
-6.5	-7	-8	-7	43 40	24
-4.5	-4.5	-6	-5	44 26	24
-3.5	-4.5	-6	-5	45 26	24
3.5	4	-5	-4	46 35	24
4.5	4	-5	-4	47 35	24
2	2.5	-6	-5	48 39	24
3	2.5	-6	-5	49 39	24
